Repair_ID,PC_ID,Timestamp,UserComplaint,Symptoms,ProblemDetected,ConfirmedDiagnosis,RootCause,TreatmentTaken,DowntimeMinutes,TechnicianNotes
REP-00337,DRDO-PC-0053,2025-11-17 09:36:00,Computer becomes slower the longer I use it,RAM usage rises continuously; slowdown; freeze,Memory Leak,Software memory exhaustion,Application memory leak,Identified offending process and applied software remediation,123,Memory growth traced to persistent process; stable after fix.
REP-00338,DRDO-PC-0060,2025-11-19 12:47:00,PC restarts when workload increases,Voltage fluctuation; restart under load,Power Issue,Motherboard power regulation fault,Voltage regulator instability,Inspected and serviced motherboard power regulation circuit,136,Power rail instability isolated and operation verified.
REP-00339,DRDO-PC-0067,2025-11-21 15:58:00,System takes too long to boot,Slow startup; delayed disk response; storage warnings,Disk Failure,Storage performance degradation,Aging storage device,Migrated data and replaced aging storage device,149,Boot and read performance normalized.
REP-00340,DRDO-PC-0074,2025-11-23 09:09:00,Computer is very slow and files sometimes fail to open,Slow disk response; read errors; freezes,Disk Failure,Storage device degradation,Degraded storage media,Replaced degraded storage device and restored validated backup,162,Persistent read instability found; replacement passed verification.
REP-00341,DRDO-PC-0081,2025-11-25 12:20:00,PC freezes while opening large files,I/O delays; intermittent freezes; high disk activity,Disk Failure,Storage subsystem fault,Unstable storage device,Replaced storage device and completed filesystem verification,45,Repeated storage errors observed; stable after replacement.
REP-00342,DRDO-PC-0088,2025-11-27 15:31:00,System sometimes fails to power on,Intermittent startup; charging irregularity,Power Issue,Charging circuit fault,Loose or degraded power connector,Serviced power connector and charging path,58,Connector instability identified; stable startup confirmed.
REP-00343,DRDO-PC-0095,2025-11-29 09:42:00,Laptop becomes very hot and shuts down during work,High temperature; sudden shutdown; weak airflow,Overheating,Cooling system degradation,Dust-clogged cooling fan,"Cleaned cooling fan, heatsink and air vents",71,Heavy dust accumulation found; temperatures normalized after service.
REP-00344,DRDO-PC-0002,2025-12-01 12:53:00,Applications start freezing after several hours,Increasing RAM use; delayed response; hangs,Memory Leak,Memory resource exhaustion,Background service retaining memory,Restarted and remediated affected background service,84,Service memory retention confirmed; stable after remediation.
REP-00345,DRDO-PC-0009,2025-12-03 15:04:00,System sometimes fails to power on,Intermittent startup; charging irregularity,Power Issue,Charging circuit fault,Loose or degraded power connector,Serviced power connector and charging path,97,Connector instability identified; stable startup confirmed.
REP-00346,DRDO-PC-0016,2025-12-05 09:15:00,Computer switches off randomly without warning,Sudden shutdown; unstable voltage; intermittent charging,Power Issue,Power delivery instability,Faulty charging adapter,Replaced unstable charging adapter and verified power rails,110,Adapter output unstable under load; replacement restored operation.
REP-00347,DRDO-PC-0023,2025-12-07 12:26:00,PC freezes while opening large files,I/O delays; intermittent freezes; high disk activity,Disk Failure,Storage subsystem fault,Unstable storage device,Replaced storage device and completed filesystem verification,123,Repeated storage errors observed; stable after replacement.
REP-00348,DRDO-PC-0030,2025-12-09 15:37:00,System sometimes fails to power on,Intermittent startup; charging irregularity,Power Issue,Charging circuit fault,Loose or degraded power connector,Serviced power connector and charging path,136,Connector instability identified; stable startup confirmed.
REP-00349,DRDO-PC-0037,2025-12-11 09:48:00,Computer becomes slower the longer I use it,RAM usage rises continuously; slowdown; freeze,Memory Leak,Software memory exhaustion,Application memory leak,Identified offending process and applied software remediation,149,Memory growth traced to persistent process; stable after fix.
REP-00350,DRDO-PC-0044,2025-12-13 12:59:00,System heats up quickly when running heavy applications,Temperature spike under load; low fan response,Overheating,Thermal management fault,Degraded thermal interface material,Replaced thermal interface material and serviced heatsink,162,Dried thermal compound found; stress test stable after repair.
REP-00351,DRDO-PC-0051,2025-12-15 15:10:00,System sometimes fails to power on,Intermittent startup; charging irregularity,Power Issue,Charging circuit fault,Loose or degraded power connector,Serviced power connector and charging path,45,Connector instability identified; stable startup confirmed.
REP-00352,DRDO-PC-0058,2025-12-17 09:21:00,Computer switches off randomly without warning,Sudden shutdown; unstable voltage; intermittent charging,Power Issue,Power delivery instability,Faulty charging adapter,Replaced unstable charging adapter and verified power rails,58,Adapter output unstable under load; replacement restored operation.
REP-00353,DRDO-PC-0065,2025-12-19 12:32:00,PC freezes while opening large files,I/O delays; intermittent freezes; high disk activity,Disk Failure,Storage subsystem fault,Unstable storage device,Replaced storage device and completed filesystem verification,71,Repeated storage errors observed; stable after replacement.
REP-00354,DRDO-PC-0072,2025-12-21 15:43:00,System takes too long to boot,Slow startup; delayed disk response; storage warnings,Disk Failure,Storage performance degradation,Aging storage device,Migrated data and replaced aging storage device,84,Boot and read performance normalized.
REP-00355,DRDO-PC-0079,2025-12-23 09:54:00,Computer becomes slower the longer I use it,RAM usage rises continuously; slowdown; freeze,Memory Leak,Software memory exhaustion,Application memory leak,Identified offending process and applied software remediation,97,Memory growth traced to persistent process; stable after fix.
REP-00356,DRDO-PC-0086,2025-12-25 12:05:00,PC freezes while opening large files,I/O delays; intermittent freezes; high disk activity,Disk Failure,Storage subsystem fault,Unstable storage device,Replaced storage device and completed filesystem verification,110,Repeated storage errors observed; stable after replacement.
REP-00357,DRDO-PC-0093,2025-12-27 15:16:00,System takes too long to boot,Slow startup; delayed disk response; storage warnings,Disk Failure,Storage performance degradation,Aging storage device,Migrated data and replaced aging storage device,123,Boot and read performance normalized.
REP-00358,DRDO-PC-0100,2025-12-29 09:27:00,Computer becomes slower the longer I use it,RAM usage rises continuously; slowdown; freeze,Memory Leak,Software memory exhaustion,Application memory leak,Identified offending process and applied software remediation,136,Memory growth traced to persistent process; stable after fix.
REP-00359,DRDO-PC-0007,2025-12-31 12:38:00,System heats up quickly when running heavy applications,Temperature spike under load; low fan response,Overheating,Thermal management fault,Degraded thermal interface material,Replaced thermal interface material and serviced heatsink,149,Dried thermal compound found; stress test stable after repair.
REP-00360,DRDO-PC-0014,2026-01-02 15:49:00,PC shows very high memory usage during normal work,High RAM utilization; sluggish response; process growth,Memory Leak,Abnormal memory consumption,Misbehaving application process,Updated affected application and corrected process configuration,162,Sustained process memory growth corrected.
REP-00361,DRDO-PC-0021,2026-01-04 09:00:00,Laptop becomes very hot and shuts down during work,High temperature; sudden shutdown; weak airflow,Overheating,Cooling system degradation,Dust-clogged cooling fan,"Cleaned cooling fan, heatsink and air vents",45,Heavy dust accumulation found; temperatures normalized after service.
REP-00362,DRDO-PC-0028,2026-01-06 12:11:00,PC restarts when workload increases,Voltage fluctuation; restart under load,Power Issue,Motherboard power regulation fault,Voltage regulator instability,Inspected and serviced motherboard power regulation circuit,58,Power rail instability isolated and operation verified.
REP-00363,DRDO-PC-0035,2026-01-08 15:22:00,PC gets unusually hot even with normal usage,Persistent high temperature; loud fan; throttling,Overheating,Restricted cooling airflow,Blocked exhaust vents,Cleaned exhaust path and internal cooling assembly,71,Airflow obstruction removed and fan operation verified.
REP-00364,DRDO-PC-0042,2026-01-10 09:33:00,Computer becomes slower the longer I use it,RAM usage rises continuously; slowdown; freeze,Memory Leak,Software memory exhaustion,Application memory leak,Identified offending process and applied software remediation,84,Memory growth traced to persistent process; stable after fix.
REP-00365,DRDO-PC-0049,2026-01-12 12:44:00,System heats up quickly when running heavy applications,Temperature spike under load; low fan response,Overheating,Thermal management fault,Degraded thermal interface material,Replaced thermal interface material and serviced heatsink,97,Dried thermal compound found; stress test stable after repair.
REP-00366,DRDO-PC-0056,2026-01-14 15:55:00,PC gets unusually hot even with normal usage,Persistent high temperature; loud fan; throttling,Overheating,Restricted cooling airflow,Blocked exhaust vents,Cleaned exhaust path and internal cooling assembly,110,Airflow obstruction removed and fan operation verified.
REP-00367,DRDO-PC-0063,2026-01-16 09:06:00,Computer becomes slower the longer I use it,RAM usage rises continuously; slowdown; freeze,Memory Leak,Software memory exhaustion,Application memory leak,Identified offending process and applied software remediation,123,Memory growth traced to persistent process; stable after fix.
REP-00368,DRDO-PC-0070,2026-01-18 12:17:00,PC freezes while opening large files,I/O delays; intermittent freezes; high disk activity,Disk Failure,Storage subsystem fault,Unstable storage device,Replaced storage device and completed filesystem verification,136,Repeated storage errors observed; stable after replacement.
REP-00369,DRDO-PC-0077,2026-01-20 15:28:00,PC shows very high memory usage during normal work,High RAM utilization; sluggish response; process growth,Memory Leak,Abnormal memory consumption,Misbehaving application process,Updated affected application and corrected process configuration,149,Sustained process memory growth corrected.
REP-00370,DRDO-PC-0084,2026-01-22 09:39:00,Computer switches off randomly without warning,Sudden shutdown; unstable voltage; intermittent charging,Power Issue,Power delivery instability,Faulty charging adapter,Replaced unstable charging adapter and verified power rails,162,Adapter output unstable under load; replacement restored operation.
REP-00371,DRDO-PC-0091,2026-01-24 12:50:00,PC freezes while opening large files,I/O delays; intermittent freezes; high disk activity,Disk Failure,Storage subsystem fault,Unstable storage device,Replaced storage device and completed filesystem verification,45,Repeated storage errors observed; stable after replacement.
REP-00372,DRDO-PC-0098,2026-01-26 15:01:00,System takes too long to boot,Slow startup; delayed disk response; storage warnings,Disk Failure,Storage performance degradation,Aging storage device,Migrated data and replaced aging storage device,58,Boot and read performance normalized.
REP-00373,DRDO-PC-0005,2026-01-28 09:12:00,Laptop becomes very hot and shuts down during work,High temperature; sudden shutdown; weak airflow,Overheating,Cooling system degradation,Dust-clogged cooling fan,"Cleaned cooling fan, heatsink and air vents",71,Heavy dust accumulation found; temperatures normalized after service.
REP-00374,DRDO-PC-0012,2026-01-30 12:23:00,Applications start freezing after several hours,Increasing RAM use; delayed response; hangs,Memory Leak,Memory resource exhaustion,Background service retaining memory,Restarted and remediated affected background service,84,Service memory retention confirmed; stable after remediation.
REP-00375,DRDO-PC-0019,2026-02-01 15:34:00,System sometimes fails to power on,Intermittent startup; charging irregularity,Power Issue,Charging circuit fault,Loose or degraded power connector,Serviced power connector and charging path,97,Connector instability identified; stable startup confirmed.
REP-00376,DRDO-PC-0026,2026-02-03 09:45:00,Laptop becomes very hot and shuts down during work,High temperature; sudden shutdown; weak airflow,Overheating,Cooling system degradation,Dust-clogged cooling fan,"Cleaned cooling fan, heatsink and air vents",110,Heavy dust accumulation found; temperatures normalized after service.
REP-00377,DRDO-PC-0033,2026-02-05 12:56:00,System heats up quickly when running heavy applications,Temperature spike under load; low fan response,Overheating,Thermal management fault,Degraded thermal interface material,Replaced thermal interface material and serviced heatsink,123,Dried thermal compound found; stress test stable after repair.
REP-00378,DRDO-PC-0040,2026-02-07 15:07:00,PC gets unusually hot even with normal usage,Persistent high temperature; loud fan; throttling,Overheating,Restricted cooling airflow,Blocked exhaust vents,Cleaned exhaust path and internal cooling assembly,136,Airflow obstruction removed and fan operation verified.
REP-00379,DRDO-PC-0047,2026-02-09 09:18:00,Computer becomes slower the longer I use it,RAM usage rises continuously; slowdown; freeze,Memory Leak,Software memory exhaustion,Application memory leak,Identified offending process and applied software remediation,149,Memory growth traced to persistent process; stable after fix.
REP-00380,DRDO-PC-0054,2026-02-11 12:29:00,PC freezes while opening large files,I/O delays; intermittent freezes; high disk activity,Disk Failure,Storage subsystem fault,Unstable storage device,Replaced storage device and completed filesystem verification,162,Repeated storage errors observed; stable after replacement.
REP-00381,DRDO-PC-0061,2026-02-13 15:40:00,System sometimes fails to power on,Intermittent startup; charging irregularity,Power Issue,Charging circuit fault,Loose or degraded power connector,Serviced power connector and charging path,45,Connector instability identified; stable startup confirmed.
REP-00382,DRDO-PC-0068,2026-02-15 09:51:00,Computer switches off randomly without warning,Sudden shutdown; unstable voltage; intermittent charging,Power Issue,Power delivery instability,Faulty charging adapter,Replaced unstable charging adapter and verified power rails,58,Adapter output unstable under load; replacement restored operation.
REP-00383,DRDO-PC-0075,2026-02-17 12:02:00,Applications start freezing after several hours,Increasing RAM use; delayed response; hangs,Memory Leak,Memory resource exhaustion,Background service retaining memory,Restarted and remediated affected background service,71,Service memory retention confirmed; stable after remediation.
REP-00384,DRDO-PC-0082,2026-02-19 15:13:00,PC shows very high memory usage during normal work,High RAM utilization; sluggish response; process growth,Memory Leak,Abnormal memory consumption,Misbehaving application process,Updated affected application and corrected process configuration,84,Sustained process memory growth corrected.
REP-00385,DRDO-PC-0089,2026-02-21 09:24:00,Computer is very slow and files sometimes fail to open,Slow disk response; read errors; freezes,Disk Failure,Storage device degradation,Degraded storage media,Replaced degraded storage device and restored validated backup,97,Persistent read instability found; replacement passed verification.
REP-00386,DRDO-PC-0096,2026-02-23 12:35:00,System heats up quickly when running heavy applications,Temperature spike under load; low fan response,Overheating,Thermal management fault,Degraded thermal interface material,Replaced thermal interface material and serviced heatsink,110,Dried thermal compound found; stress test stable after repair.
REP-00387,DRDO-PC-0003,2026-02-25 15:46:00,PC shows very high memory usage during normal work,High RAM utilization; sluggish response; process growth,Memory Leak,Abnormal memory consumption,Misbehaving application process,Updated affected application and corrected process configuration,123,Sustained process memory growth corrected.
REP-00388,DRDO-PC-0010,2026-02-27 09:57:00,Laptop becomes very hot and shuts down during work,High temperature; sudden shutdown; weak airflow,Overheating,Cooling system degradation,Dust-clogged cooling fan,"Cleaned cooling fan, heatsink and air vents",136,Heavy dust accumulation found; temperatures normalized after service.
REP-00389,DRDO-PC-0017,2026-03-01 12:08:00,Applications start freezing after several hours,Increasing RAM use; delayed response; hangs,Memory Leak,Memory resource exhaustion,Background service retaining memory,Restarted and remediated affected background service,149,Service memory retention confirmed; stable after remediation.
REP-00390,DRDO-PC-0024,2026-03-03 15:19:00,PC shows very high memory usage during normal work,High RAM utilization; sluggish response; process growth,Memory Leak,Abnormal memory consumption,Misbehaving application process,Updated affected application and corrected process configuration,162,Sustained process memory growth corrected.
REP-00391,DRDO-PC-0031,2026-03-05 09:30:00,Computer switches off randomly without warning,Sudden shutdown; unstable voltage; intermittent charging,Power Issue,Power delivery instability,Faulty charging adapter,Replaced unstable charging adapter and verified power rails,45,Adapter output unstable under load; replacement restored operation.
REP-00392,DRDO-PC-0038,2026-03-07 12:41:00,PC freezes while opening large files,I/O delays; intermittent freezes; high disk activity,Disk Failure,Storage subsystem fault,Unstable storage device,Replaced storage device and completed filesystem verification,58,Repeated storage errors observed; stable after replacement.
REP-00393,DRDO-PC-0045,2026-03-09 15:52:00,System sometimes fails to power on,Intermittent startup; charging irregularity,Power Issue,Charging circuit fault,Loose or degraded power connector,Serviced power connector and charging path,71,Connector instability identified; stable startup confirmed.
REP-00394,DRDO-PC-0052,2026-03-11 09:03:00,Computer switches off randomly without warning,Sudden shutdown; unstable voltage; intermittent charging,Power Issue,Power delivery instability,Faulty charging adapter,Replaced unstable charging adapter and verified power rails,84,Adapter output unstable under load; replacement restored operation.
REP-00395,DRDO-PC-0059,2026-03-13 12:14:00,Applications start freezing after several hours,Increasing RAM use; delayed response; hangs,Memory Leak,Memory resource exhaustion,Background service retaining memory,Restarted and remediated affected background service,97,Service memory retention confirmed; stable after remediation.
REP-00396,DRDO-PC-0066,2026-03-15 15:25:00,System takes too long to boot,Slow startup; delayed disk response; storage warnings,Disk Failure,Storage performance degradation,Aging storage device,Migrated data and replaced aging storage device,110,Boot and read performance normalized.
REP-00397,DRDO-PC-0073,2026-03-17 09:36:00,Laptop becomes very hot and shuts down during work,High temperature; sudden shutdown; weak airflow,Overheating,Cooling system degradation,Dust-clogged cooling fan,"Cleaned cooling fan, heatsink and air vents",123,Heavy dust accumulation found; temperatures normalized after service.
REP-00398,DRDO-PC-0080,2026-03-19 12:47:00,System heats up quickly when running heavy applications,Temperature spike under load; low fan response,Overheating,Thermal management fault,Degraded thermal interface material,Replaced thermal interface material and serviced heatsink,136,Dried thermal compound found; stress test stable after repair.
REP-00399,DRDO-PC-0087,2026-03-21 15:58:00,System takes too long to boot,Slow startup; delayed disk response; storage warnings,Disk Failure,Storage performance degradation,Aging storage device,Migrated data and replaced aging storage device,149,Boot and read performance normalized.
REP-00400,DRDO-PC-0094,2026-03-23 09:09:00,Laptop becomes very hot and shuts down during work,High temperature; sudden shutdown; weak airflow,Overheating,Cooling system degradation,Dust-clogged cooling fan,"Cleaned cooling fan, heatsink and air vents",162,Heavy dust accumulation found; temperatures normalized after service.
