ModelName,CPUUsage,RAMUsage,Temperature,Voltage,DiskUsage,FanSpeed,ProblemDetected
HP EliteDesk 800 G6,68.28,43.42,46.01,15.18,74.08,3129,Power Issue
Lenovo ThinkCentre M90q,50.23,8.0,69.99,11.84,94.3,2184,Disk Failure
Lenovo ThinkCentre M90q,65.82,48.93,104.56,11.93,6.54,5420,Overheating
HP EliteDesk 800 G6,29.04,41.1,74.6,10.95,51.95,2667,Power Issue
HP Z2 G8,54.35,85.05,56.29,8.25,26.98,2742,Power Issue
Dell Precision 3650,95.0,42.62,59.54,12.08,82.93,1888,Disk Failure
Dell Precision 3650,23.7,44.25,42.17,11.88,7.21,2001,No Problem
Dell Precision 3650,76.96,53.17,67.24,14.58,64.67,3369,Power Issue
Dell OptiPlex 7090,22.6,71.01,38.01,12.04,70.18,2148,No Problem
Lenovo ThinkCentre M90q,80.49,40.47,85.65,12.42,61.09,5349,Overheating
Dell OptiPlex 7090,78.84,32.82,109.02,11.74,67.66,5340,Overheating
Lenovo ThinkCentre M90q,51.34,63.54,65.83,11.85,31.59,2909,No Problem
Dell OptiPlex 7090,62.26,57.18,93.71,11.56,59.36,6037,Overheating
HP EliteDesk 800 G6,26.25,41.57,39.03,9.58,43.59,1660,Power Issue
Dell Precision 3650,34.85,52.06,49.93,12.11,87.7,2625,Disk Failure
HP Z2 G8,52.87,42.91,50.91,11.72,35.16,2409,No Problem
Dell OptiPlex 7090,94.33,68.49,83.04,12.2,43.81,5860,Overheating
Lenovo ThinkCentre M90q,33.12,31.6,44.96,12.07,82.0,1711,No Problem
Lenovo ThinkCentre M90q,92.28,100.0,87.43,12.24,27.39,3166,Memory Leak
Lenovo ThinkCentre M90q,69.94,27.25,62.36,9.95,64.34,2744,Power Issue
Dell Precision 3650,42.2,41.23,57.55,12.2,67.23,2877,No Problem
Dell Precision 3650,76.3,42.7,25.02,9.03,66.15,2244,Power Issue
HP Z2 G8,27.35,34.57,57.74,13.06,61.74,3475,Power Issue
Dell Precision 3650,52.56,79.23,56.15,11.82,66.78,2958,Memory Leak
HP Z2 G8,87.53,87.14,66.06,12.43,76.34,3249,Memory Leak
Lenovo ThinkCentre M90q,34.52,46.65,54.63,11.24,90.74,1570,Disk Failure
Lenovo ThinkCentre M90q,80.6,51.02,77.73,12.06,98.0,1301,Overheating
HP Z2 G8,53.8,93.84,58.38,11.99,49.58,4901,Memory Leak
Lenovo ThinkCentre M90q,99.47,69.06,92.42,12.13,62.18,5018,Overheating
Dell OptiPlex 7090,86.0,92.98,70.78,11.61,27.82,3324,Memory Leak
Lenovo ThinkCentre M90q,57.77,53.97,97.28,11.91,77.62,4991,Overheating
Dell OptiPlex 7090,88.95,48.41,79.13,11.47,42.26,5086,Overheating
Dell Precision 3650,32.31,47.85,57.46,11.86,36.97,1948,No Problem
Dell Precision 3650,66.42,97.1,60.18,12.01,46.24,3583,Memory Leak
Lenovo ThinkCentre M90q,51.98,66.23,70.85,12.09,99.87,2572,Disk Failure
Dell Precision 3650,47.96,47.17,52.91,11.92,5.0,2593,No Problem
HP Z2 G8,79.95,47.47,82.19,11.63,12.43,3048,Overheating
Dell OptiPlex 7090,62.8,100.0,66.31,11.96,44.04,2773,Memory Leak
Dell OptiPlex 7090,27.43,62.46,47.36,16.24,50.19,1889,Power Issue
Dell OptiPlex 7090,83.36,62.06,60.55,12.28,94.74,2244,Disk Failure
Dell Precision 3650,43.86,50.59,44.36,10.28,32.86,3012,Power Issue
Dell OptiPlex 7090,53.42,69.18,55.56,15.72,24.07,2407,Power Issue
Lenovo ThinkCentre M90q,31.45,15.2,50.06,11.54,65.97,2695,No Problem
Dell Precision 3650,100.0,91.37,84.51,11.72,19.77,3058,Memory Leak
Dell OptiPlex 7090,62.63,44.42,80.16,11.98,5.0,5530,Overheating
Dell OptiPlex 7090,66.58,60.66,100.76,11.74,16.37,3767,Overheating
HP Z2 G8,46.37,61.19,68.28,11.83,90.46,2088,Disk Failure
HP EliteDesk 800 G6,72.32,20.52,57.14,11.57,83.24,2855,Disk Failure
HP Z2 G8,75.85,65.23,66.59,11.54,98.07,2638,Disk Failure
Dell Precision 3650,12.88,31.03,52.47,9.66,58.34,2628,Power Issue
HP EliteDesk 800 G6,72.55,41.77,47.83,10.71,67.57,3167,Power Issue
Dell OptiPlex 7090,58.19,81.0,101.25,11.57,48.24,4711,Overheating
Dell Precision 3650,17.1,73.29,32.04,12.59,56.69,2258,Power Issue
HP EliteDesk 800 G6,44.12,31.03,64.51,14.86,40.06,2487,Power Issue
Lenovo ThinkCentre M90q,49.32,44.57,46.81,12.36,100.0,2482,Disk Failure
Dell Precision 3650,62.99,61.76,55.51,11.59,82.53,3445,Disk Failure
Dell OptiPlex 7090,84.66,90.99,80.19,11.64,47.13,3867,Memory Leak
HP Z2 G8,78.27,97.72,64.57,11.93,76.26,3390,Memory Leak
HP Z2 G8,51.05,82.02,83.81,11.94,39.93,3132,Memory Leak
HP EliteDesk 800 G6,63.24,40.8,58.68,11.58,93.05,2208,Disk Failure
HP Z2 G8,75.44,62.11,101.13,12.06,98.0,6017,Overheating
HP EliteDesk 800 G6,92.75,89.47,62.26,12.22,56.86,2602,Memory Leak
HP EliteDesk 800 G6,42.87,42.06,46.37,12.31,34.47,3087,No Problem
HP Z2 G8,86.16,58.27,89.77,11.83,69.29,1339,Overheating
Lenovo ThinkCentre M90q,81.55,94.44,86.37,11.67,20.32,2106,Overheating
HP EliteDesk 800 G6,86.06,79.05,104.29,12.04,88.23,4546,Overheating
Dell Precision 3650,24.29,40.25,49.08,11.93,36.64,2639,No Problem
HP Z2 G8,41.79,49.28,38.68,11.9,47.62,2361,No Problem
Dell Precision 3650,58.99,74.51,63.74,12.48,53.19,3724,Memory Leak
Dell OptiPlex 7090,42.12,42.89,52.22,12.15,58.39,975,Disk Failure
HP EliteDesk 800 G6,80.64,100.0,72.24,12.49,93.61,2994,Memory Leak
Dell Precision 3650,12.99,14.1,43.75,11.67,61.97,1401,No Problem
Lenovo ThinkCentre M90q,58.42,50.91,94.82,11.66,60.95,4840,Overheating
Dell OptiPlex 7090,72.04,93.44,68.58,12.0,81.04,2689,Memory Leak
HP Z2 G8,5.0,45.66,57.52,12.1,27.16,1990,No Problem
Lenovo ThinkCentre M90q,45.93,37.78,50.32,11.9,57.35,3570,Disk Failure
Dell OptiPlex 7090,100.0,59.7,97.01,12.45,56.07,970,Overheating
Lenovo ThinkCentre M90q,71.31,52.05,31.14,11.98,72.39,1312,No Problem
Dell Precision 3650,38.62,36.58,33.78,12.03,61.75,2131,No Problem
Dell OptiPlex 7090,36.49,34.49,55.16,12.16,48.89,2010,No Problem
Lenovo ThinkCentre M90q,77.91,37.91,83.52,11.98,44.41,2953,Overheating
Lenovo ThinkCentre M90q,84.91,95.42,66.54,11.79,57.83,2870,Memory Leak
Dell Precision 3650,32.44,51.48,41.52,11.93,42.94,1999,No Problem
Lenovo ThinkCentre M90q,62.18,93.13,59.62,12.05,68.98,3220,Memory Leak
HP Z2 G8,45.29,8.25,43.77,11.98,47.91,2744,No Problem
Lenovo ThinkCentre M90q,31.69,54.62,61.61,11.89,88.85,2334,Disk Failure
Lenovo ThinkCentre M90q,33.33,42.62,51.48,11.86,88.71,2644,Disk Failure
HP EliteDesk 800 G6,52.87,28.46,46.26,12.41,93.8,2391,Disk Failure
Dell OptiPlex 7090,72.95,26.91,42.62,11.94,92.87,2195,Disk Failure
Lenovo ThinkCentre M90q,40.33,32.19,45.92,8.94,3.0,2818,Power Issue
Dell OptiPlex 7090,40.5,64.19,47.82,12.14,32.37,2932,No Problem
Dell OptiPlex 7090,43.81,52.47,46.11,12.06,44.63,1926,No Problem
HP Z2 G8,12.12,35.41,37.19,15.99,82.63,2250,Power Issue
Lenovo ThinkCentre M90q,34.49,98.0,52.86,11.58,30.91,3267,Power Issue
Dell Precision 3650,43.35,38.94,42.21,11.69,43.05,1780,No Problem
HP Z2 G8,80.15,39.49,77.81,12.35,75.16,4648,Overheating
HP Z2 G8,36.0,20.39,62.96,14.96,45.62,2662,Power Issue
Dell Precision 3650,41.52,28.19,54.2,12.43,50.98,2487,No Problem
HP Z2 G8,84.36,77.09,86.82,11.65,60.61,1340,Overheating
Lenovo ThinkCentre M90q,51.13,8.65,34.14,15.23,48.93,2978,Power Issue
Dell Precision 3650,61.38,56.65,77.69,12.52,50.3,1341,Overheating
Dell OptiPlex 7090,100.0,45.46,48.77,7.28,60.0,2119,Power Issue
HP Z2 G8,78.11,96.41,93.63,12.05,43.71,4152,Memory Leak
HP Z2 G8,25.45,25.54,45.5,11.93,66.22,2168,No Problem
Dell Precision 3650,56.46,90.26,71.95,11.35,61.34,3399,Memory Leak
Lenovo ThinkCentre M90q,12.79,33.43,59.21,12.28,37.16,1910,No Problem
Dell Precision 3650,79.07,49.25,74.04,11.83,55.53,1706,Overheating
HP Z2 G8,64.34,64.33,59.99,12.39,83.3,2477,Disk Failure
HP Z2 G8,43.02,44.27,70.45,14.69,18.95,2662,Power Issue
Lenovo ThinkCentre M90q,44.74,55.39,64.33,9.97,57.12,2093,Power Issue
HP EliteDesk 800 G6,14.27,38.52,53.24,12.22,44.7,1592,No Problem
HP Z2 G8,87.29,75.19,93.28,11.71,26.78,4857,Overheating
Lenovo ThinkCentre M90q,50.66,16.8,52.9,12.45,84.49,3427,Disk Failure
Dell Precision 3650,89.56,71.6,99.91,11.69,85.8,4408,Overheating
Lenovo ThinkCentre M90q,65.63,45.35,62.82,15.64,16.4,2607,Power Issue
HP EliteDesk 800 G6,80.58,65.67,98.04,12.23,36.99,4506,Overheating
Dell Precision 3650,50.09,72.52,76.16,10.99,40.1,3634,Power Issue
Dell Precision 3650,13.64,24.72,47.66,12.23,34.15,2927,No Problem
Dell OptiPlex 7090,57.58,23.05,46.56,12.12,88.77,1937,Disk Failure
HP EliteDesk 800 G6,57.27,53.33,100.13,11.76,72.53,1187,Overheating
Dell OptiPlex 7090,73.94,71.42,104.31,11.81,59.66,5594,Overheating
Dell Precision 3650,97.8,100.0,52.42,12.04,61.7,4516,Memory Leak
Dell OptiPlex 7090,48.94,49.31,92.82,11.67,45.92,1738,Overheating
Dell OptiPlex 7090,89.44,87.16,87.42,12.14,37.11,4178,Memory Leak
Dell Precision 3650,5.0,38.69,49.42,12.45,32.42,1958,No Problem
Lenovo ThinkCentre M90q,50.06,48.25,84.39,12.58,67.42,5095,Overheating
Lenovo ThinkCentre M90q,13.18,45.4,37.9,11.68,51.86,1814,No Problem
Dell OptiPlex 7090,24.02,52.52,57.76,12.22,96.83,2734,Disk Failure
HP EliteDesk 800 G6,56.88,63.42,81.18,9.74,99.0,1448,Power Issue
Dell OptiPlex 7090,22.63,74.72,62.55,12.01,57.21,2669,Disk Failure
HP EliteDesk 800 G6,60.36,69.13,59.52,12.43,39.55,2067,Disk Failure
HP Z2 G8,47.01,80.25,85.88,12.03,87.75,4293,Memory Leak
Dell OptiPlex 7090,66.21,66.82,99.59,12.02,56.97,5464,Overheating
HP EliteDesk 800 G6,65.95,58.48,65.03,12.55,85.12,2245,Disk Failure
Lenovo ThinkCentre M90q,31.13,58.41,75.15,11.95,43.46,2350,Disk Failure
Dell OptiPlex 7090,71.03,96.18,63.53,11.96,92.17,1913,Memory Leak
HP Z2 G8,39.28,54.06,65.73,14.1,31.76,2642,Power Issue
HP Z2 G8,18.38,47.01,49.67,11.94,85.82,2530,Disk Failure
HP Z2 G8,21.34,31.31,44.37,11.89,52.21,2416,No Problem
Lenovo ThinkCentre M90q,59.66,48.93,45.23,11.85,100.0,1838,Disk Failure
Dell Precision 3650,40.08,48.99,51.02,11.78,45.09,2808,Power Issue
HP EliteDesk 800 G6,36.28,75.71,46.17,14.39,44.1,1848,Power Issue
Dell OptiPlex 7090,21.11,22.19,62.27,12.03,56.04,3205,Disk Failure
HP EliteDesk 800 G6,58.3,26.2,48.28,12.27,100.0,2431,Disk Failure
HP Z2 G8,64.22,86.96,72.87,11.76,44.62,2676,Memory Leak
Dell OptiPlex 7090,45.22,22.25,56.46,12.11,93.1,2349,Disk Failure
HP EliteDesk 800 G6,40.43,42.01,70.62,10.08,58.22,1897,Power Issue
Dell Precision 3650,59.09,96.51,62.74,12.11,67.98,3188,Memory Leak
HP Z2 G8,44.58,44.83,57.32,12.05,77.66,2408,Disk Failure
Dell OptiPlex 7090,57.64,55.64,74.13,10.43,35.0,2854,Power Issue
HP Z2 G8,72.91,49.72,90.83,12.35,66.02,4486,Overheating
Dell Precision 3650,41.99,49.6,69.14,12.01,86.83,3348,Disk Failure
Lenovo ThinkCentre M90q,40.17,26.68,49.68,12.04,34.44,1945,No Problem
HP Z2 G8,63.82,95.78,60.1,11.85,64.59,3213,Memory Leak
Lenovo ThinkCentre M90q,65.61,42.49,88.59,12.1,73.46,3965,Overheating
Dell OptiPlex 7090,36.08,68.31,51.51,12.22,8.01,2461,No Problem
Lenovo ThinkCentre M90q,59.05,95.85,73.27,12.34,47.09,3031,Memory Leak
Dell Precision 3650,11.28,31.39,55.33,11.9,72.04,2554,No Problem
Dell OptiPlex 7090,52.42,52.7,76.28,8.75,43.23,3147,Power Issue
HP Z2 G8,14.74,24.63,61.87,12.43,91.88,2883,Disk Failure
Lenovo ThinkCentre M90q,58.91,46.49,50.28,12.44,89.48,2627,Disk Failure
HP EliteDesk 800 G6,27.79,32.85,57.48,12.08,100.0,1829,Disk Failure
HP EliteDesk 800 G6,23.76,35.37,55.28,11.86,100.0,2006,Disk Failure
HP Z2 G8,63.4,42.56,68.76,9.6,14.7,2639,Power Issue
HP EliteDesk 800 G6,53.18,59.96,71.67,14.54,59.8,2523,Power Issue
HP Z2 G8,34.08,19.66,51.82,11.49,99.85,2923,Disk Failure
HP EliteDesk 800 G6,61.13,27.31,103.95,11.79,39.76,4026,Overheating
Lenovo ThinkCentre M90q,41.58,34.44,51.23,12.0,46.01,1960,No Problem
HP EliteDesk 800 G6,66.99,96.72,69.01,12.25,48.82,2724,Memory Leak
HP Z2 G8,73.14,17.48,54.9,11.36,77.47,3852,Power Issue
HP Z2 G8,5.0,48.16,42.7,12.02,13.78,1452,No Problem
HP EliteDesk 800 G6,53.23,83.1,70.25,11.9,39.08,1733,Memory Leak
Dell OptiPlex 7090,66.87,81.25,67.02,11.79,80.61,2570,Disk Failure
HP Z2 G8,54.09,59.58,38.86,12.21,87.37,2450,Disk Failure
HP EliteDesk 800 G6,55.39,41.8,43.71,10.24,66.17,1708,Power Issue
HP Z2 G8,28.1,79.59,49.9,12.29,88.7,3074,Disk Failure
Lenovo ThinkCentre M90q,44.23,49.1,47.05,11.76,74.53,2576,No Problem
Dell Precision 3650,84.85,49.22,90.06,12.29,65.07,1394,Overheating
Dell Precision 3650,23.16,49.56,56.27,11.44,88.92,2874,Disk Failure
Dell OptiPlex 7090,62.02,90.82,56.14,11.83,58.14,2776,Memory Leak
Dell Precision 3650,81.03,95.12,54.02,11.98,54.35,2861,Memory Leak
Lenovo ThinkCentre M90q,28.19,28.89,62.31,10.64,43.87,2449,Power Issue
Lenovo ThinkCentre M90q,79.46,77.38,87.08,11.89,25.29,4586,Overheating
Lenovo ThinkCentre M90q,70.75,47.28,99.8,12.12,43.15,941,Overheating
HP Z2 G8,91.57,53.09,67.75,11.24,41.69,3319,Power Issue
Dell OptiPlex 7090,39.85,46.57,57.38,12.21,93.85,2431,Disk Failure
HP EliteDesk 800 G6,71.25,96.76,69.99,11.87,59.56,2646,Memory Leak
HP EliteDesk 800 G6,84.57,93.69,73.37,12.8,52.17,3097,Memory Leak
HP Z2 G8,13.81,16.44,40.67,12.14,44.19,2050,No Problem
Lenovo ThinkCentre M90q,41.6,29.3,57.18,11.18,70.46,2109,Power Issue
HP Z2 G8,51.8,60.79,68.96,11.33,84.11,1327,Disk Failure
Lenovo ThinkCentre M90q,66.38,26.3,79.73,11.39,56.63,2353,Overheating
Lenovo ThinkCentre M90q,89.76,62.17,85.46,12.53,45.78,5592,Overheating
Dell OptiPlex 7090,76.77,98.35,73.21,11.75,98.0,2063,Memory Leak
HP Z2 G8,81.83,98.75,51.54,12.17,56.57,4339,Memory Leak
Lenovo ThinkCentre M90q,55.36,83.57,68.08,12.0,42.77,3018,Memory Leak
Dell OptiPlex 7090,81.98,55.75,72.99,12.0,79.42,776,Overheating
Lenovo ThinkCentre M90q,50.32,45.15,51.92,9.42,38.59,3793,Power Issue
HP Z2 G8,61.33,66.16,79.46,12.01,34.69,1338,Overheating
Lenovo ThinkCentre M90q,56.21,83.78,73.39,11.5,86.12,946,Overheating
Lenovo ThinkCentre M90q,23.26,71.41,51.28,11.54,62.18,2676,No Problem
Lenovo ThinkCentre M90q,38.67,37.31,52.08,12.27,65.93,2007,Power Issue
HP EliteDesk 800 G6,68.58,77.9,70.21,12.37,34.88,4001,Memory Leak
HP Z2 G8,81.08,49.54,59.11,11.83,89.68,2228,Disk Failure
Dell OptiPlex 7090,5.1,43.05,47.93,11.88,5.0,1660,No Problem
Lenovo ThinkCentre M90q,86.77,82.56,101.42,11.73,51.84,4692,Overheating
HP EliteDesk 800 G6,85.93,86.55,71.18,12.27,81.16,3798,Memory Leak
Lenovo ThinkCentre M90q,40.28,33.66,53.3,12.21,41.14,2989,No Problem
HP EliteDesk 800 G6,51.61,43.01,47.43,12.58,62.5,2774,Disk Failure
Dell Precision 3650,62.77,100.0,64.39,11.75,49.46,4032,Memory Leak
HP Z2 G8,56.85,65.9,113.81,12.5,66.09,6252,Overheating
Dell OptiPlex 7090,36.86,54.39,72.58,11.61,95.54,2678,Disk Failure
HP EliteDesk 800 G6,57.34,54.96,58.74,12.06,80.63,2829,Disk Failure
Lenovo ThinkCentre M90q,70.27,100.0,95.0,12.14,28.97,4097,Memory Leak
HP EliteDesk 800 G6,55.58,49.31,57.59,12.08,40.59,1829,Disk Failure
HP Z2 G8,56.68,94.95,63.86,12.39,48.53,2715,Memory Leak
Dell Precision 3650,48.91,68.96,31.89,11.4,64.89,2425,No Problem
Lenovo ThinkCentre M90q,49.84,55.61,52.98,12.26,83.6,1824,Disk Failure
Dell OptiPlex 7090,65.49,95.4,67.09,11.73,64.02,4180,Memory Leak
HP EliteDesk 800 G6,64.4,21.58,45.79,14.7,73.88,568,Power Issue
HP EliteDesk 800 G6,45.09,23.43,58.32,12.54,66.71,1640,Disk Failure
HP EliteDesk 800 G6,38.28,90.48,76.61,11.72,30.03,4063,Memory Leak
HP Z2 G8,100.0,32.0,101.42,11.91,58.41,5615,Overheating
Lenovo ThinkCentre M90q,31.62,26.02,59.77,11.82,54.33,2188,Disk Failure
HP EliteDesk 800 G6,46.52,49.11,74.58,10.71,42.68,2519,Power Issue
HP EliteDesk 800 G6,53.78,30.0,43.7,11.53,62.92,1880,No Problem
Dell Precision 3650,39.67,31.56,63.74,11.89,100.0,2545,Disk Failure
Dell Precision 3650,68.14,94.58,57.67,11.47,42.0,3226,Memory Leak
Dell Precision 3650,39.17,46.91,43.87,11.77,44.54,1982,No Problem
HP Z2 G8,61.39,97.88,63.93,12.1,20.38,2988,Memory Leak
Dell Precision 3650,17.87,35.81,36.34,12.05,48.81,2144,No Problem
Dell OptiPlex 7090,71.31,61.7,94.61,11.73,7.8,1401,Overheating
HP Z2 G8,73.46,56.59,99.99,11.42,41.73,3797,Overheating
Dell OptiPlex 7090,59.72,20.22,71.59,13.1,3.0,4111,Power Issue
HP EliteDesk 800 G6,55.56,13.16,58.99,11.54,75.97,1839,Disk Failure
Lenovo ThinkCentre M90q,65.51,47.48,59.44,11.86,53.0,1744,Disk Failure
Dell Precision 3650,73.5,62.15,96.07,11.49,72.26,5970,Overheating
Dell OptiPlex 7090,73.63,79.21,69.26,11.9,52.0,3027,Memory Leak
HP Z2 G8,61.47,24.94,72.47,10.85,34.25,1754,Power Issue
Dell Precision 3650,39.92,42.58,40.28,11.89,39.49,1910,No Problem
Lenovo ThinkCentre M90q,66.18,78.57,78.97,11.93,49.95,3685,Overheating
Dell OptiPlex 7090,28.7,41.54,72.07,11.91,75.28,3073,Disk Failure
Dell OptiPlex 7090,72.8,94.56,53.68,11.77,49.43,2878,Memory Leak
Dell OptiPlex 7090,83.81,55.27,85.27,12.3,35.08,1103,Overheating
Dell Precision 3650,38.04,19.06,33.18,11.83,51.53,1978,Power Issue
Lenovo ThinkCentre M90q,88.44,74.37,104.47,11.78,32.86,6037,Overheating
HP Z2 G8,47.03,45.01,60.73,9.64,69.09,3463,Power Issue
HP Z2 G8,29.26,15.15,57.74,11.79,85.23,2782,Disk Failure
Lenovo ThinkCentre M90q,58.98,65.1,97.71,12.56,68.57,4637,Overheating
Dell OptiPlex 7090,68.2,86.49,79.14,11.88,49.21,1808,Memory Leak
Dell OptiPlex 7090,38.26,50.26,48.87,15.26,76.22,1535,Power Issue
Dell OptiPlex 7090,53.85,22.55,60.71,10.6,44.43,812,Power Issue
Dell Precision 3650,74.0,66.17,47.98,11.7,87.69,2357,Disk Failure
Dell Precision 3650,67.02,87.92,67.03,12.05,59.6,3503,Memory Leak
HP EliteDesk 800 G6,87.03,93.68,76.82,12.19,22.01,3322,Memory Leak
Lenovo ThinkCentre M90q,48.86,71.8,94.18,12.11,46.62,3506,Overheating
Dell Precision 3650,49.41,23.03,60.41,12.09,100.0,1935,Disk Failure
HP EliteDesk 800 G6,85.82,73.98,87.5,11.44,52.65,5478,Overheating
Lenovo ThinkCentre M90q,76.01,90.26,48.89,12.1,54.5,2198,Memory Leak
HP EliteDesk 800 G6,58.62,82.27,52.16,11.67,47.26,3259,Memory Leak
Dell Precision 3650,84.33,40.69,85.0,11.69,36.63,3456,Overheating
Lenovo ThinkCentre M90q,52.57,24.57,47.82,12.31,65.52,2504,No Problem
Lenovo ThinkCentre M90q,49.12,46.85,70.38,15.19,74.76,1900,Power Issue
HP Z2 G8,84.99,61.18,72.0,11.89,53.03,1825,Overheating
HP EliteDesk 800 G6,57.16,66.47,63.45,11.39,44.06,3290,Power Issue
HP Z2 G8,73.58,98.5,66.0,12.03,14.76,3274,Memory Leak
HP Z2 G8,35.82,33.63,59.82,11.8,57.71,2390,No Problem
Dell Precision 3650,69.78,66.96,93.15,12.18,98.0,2100,Overheating
Lenovo ThinkCentre M90q,13.28,39.05,48.2,11.91,82.0,2587,No Problem
Dell OptiPlex 7090,62.55,49.74,33.54,12.08,31.6,1989,No Problem
HP EliteDesk 800 G6,65.42,36.6,103.68,12.8,55.44,1676,Overheating
HP EliteDesk 800 G6,84.48,92.97,72.94,11.95,36.53,4245,Memory Leak
Dell OptiPlex 7090,76.65,89.59,72.0,12.32,55.05,6037,Overheating
Dell OptiPlex 7090,53.62,66.26,89.92,12.22,47.67,4472,Overheating
Dell OptiPlex 7090,44.71,46.46,46.69,11.89,42.96,1953,No Problem
Dell OptiPlex 7090,26.08,43.79,51.12,11.52,72.9,1627,No Problem
Lenovo ThinkCentre M90q,31.01,72.9,53.56,11.71,15.35,2219,No Problem
HP Z2 G8,49.28,38.15,36.94,11.75,43.86,2239,No Problem
HP Z2 G8,35.87,25.16,47.75,11.73,21.57,2879,No Problem
Dell Precision 3650,78.7,89.49,69.72,11.67,52.0,4169,Memory Leak
HP EliteDesk 800 G6,50.43,48.81,65.97,11.63,94.38,2890,Disk Failure
Lenovo ThinkCentre M90q,41.18,89.75,63.1,11.88,55.51,4404,Memory Leak
Dell Precision 3650,50.99,45.2,64.22,12.39,75.23,2616,Disk Failure
Lenovo ThinkCentre M90q,28.05,68.03,77.58,14.33,55.0,3197,Power Issue
HP Z2 G8,54.09,52.63,67.77,12.39,95.24,3003,Disk Failure
Lenovo ThinkCentre M90q,51.96,26.24,75.09,11.52,100.0,2547,Disk Failure
HP EliteDesk 800 G6,68.37,91.29,62.39,11.81,97.69,2648,Memory Leak
Lenovo ThinkCentre M90q,91.93,88.26,60.27,11.45,93.24,3329,Memory Leak
Lenovo ThinkCentre M90q,68.95,5.0,44.09,8.86,33.13,2544,Power Issue
Lenovo ThinkCentre M90q,59.11,100.0,55.1,12.66,79.8,2682,Memory Leak
HP Z2 G8,59.37,91.08,46.17,12.45,78.93,3194,Memory Leak
HP Z2 G8,62.61,89.77,46.96,11.93,46.37,2830,Memory Leak
Dell OptiPlex 7090,43.23,63.68,53.84,12.13,12.43,3135,No Problem
Dell OptiPlex 7090,27.18,51.49,57.83,11.75,32.58,2454,No Problem
HP EliteDesk 800 G6,64.56,89.21,73.13,11.68,86.57,2620,Memory Leak
HP Z2 G8,46.05,41.37,47.59,12.22,100.0,2656,Disk Failure
Lenovo ThinkCentre M90q,97.84,45.89,97.97,11.32,60.77,1669,Overheating
HP Z2 G8,65.53,45.51,44.4,9.53,53.82,1700,Power Issue
HP EliteDesk 800 G6,54.84,93.7,82.97,11.57,20.67,2160,Memory Leak
Lenovo ThinkCentre M90q,5.0,50.3,61.97,12.22,97.38,2258,Disk Failure
Dell OptiPlex 7090,34.0,40.24,35.29,12.39,71.46,3066,No Problem
Dell Precision 3650,53.33,58.85,76.02,14.46,32.07,2408,Power Issue
HP Z2 G8,84.26,76.75,110.28,12.19,90.55,4116,Overheating
Dell OptiPlex 7090,20.57,36.23,56.14,12.14,11.1,2250,Power Issue
Lenovo ThinkCentre M90q,37.65,40.16,54.76,11.92,61.7,2504,No Problem
HP Z2 G8,54.4,89.43,61.45,12.58,47.59,2739,Memory Leak
Dell Precision 3650,43.59,33.83,52.33,12.35,99.39,2511,Disk Failure
Lenovo ThinkCentre M90q,79.51,90.92,67.69,11.91,53.55,4129,Memory Leak
Dell Precision 3650,48.02,100.0,57.05,12.11,46.45,3532,Memory Leak
HP EliteDesk 800 G6,42.49,44.91,56.55,11.86,80.91,3435,Disk Failure
Lenovo ThinkCentre M90q,51.03,46.18,63.3,12.12,23.67,1830,No Problem
Dell OptiPlex 7090,11.91,35.28,42.58,11.11,49.4,1415,Power Issue
Lenovo ThinkCentre M90q,99.81,77.08,72.0,11.86,50.99,3797,Overheating
Lenovo ThinkCentre M90q,47.19,82.4,55.99,11.92,25.43,1619,Power Issue
Dell Precision 3650,70.15,20.28,51.09,11.23,43.74,3408,Power Issue
HP Z2 G8,49.7,22.95,47.27,12.12,45.99,2278,Disk Failure
Dell Precision 3650,35.52,39.86,45.84,11.86,65.0,2114,Disk Failure
Lenovo ThinkCentre M90q,49.43,47.98,95.35,12.01,50.35,2367,Overheating
Dell Precision 3650,72.82,48.56,112.42,12.27,34.55,1867,Overheating
Dell OptiPlex 7090,32.99,51.59,61.92,11.74,64.52,2538,No Problem
Lenovo ThinkCentre M90q,57.4,52.41,57.15,11.91,83.48,3986,Disk Failure
Dell Precision 3650,48.56,32.44,79.82,14.99,67.42,2229,Power Issue
HP Z2 G8,56.83,9.3,57.59,12.14,43.74,2531,No Problem
Dell OptiPlex 7090,5.0,36.55,42.41,11.85,33.2,1665,No Problem
Dell OptiPlex 7090,81.42,100.0,89.19,11.81,58.48,3578,Memory Leak
HP Z2 G8,40.07,47.02,49.31,12.42,97.07,1413,Disk Failure
Lenovo ThinkCentre M90q,80.87,52.49,89.99,11.69,48.55,6584,Overheating
HP EliteDesk 800 G6,33.54,45.83,45.0,11.68,56.36,2090,No Problem
Lenovo ThinkCentre M90q,74.01,81.08,81.32,11.86,55.33,1455,Overheating
HP EliteDesk 800 G6,82.58,75.91,72.0,11.97,67.28,5684,Overheating
Lenovo ThinkCentre M90q,76.39,100.0,59.82,11.86,35.03,3943,Memory Leak
Dell Precision 3650,37.4,62.56,47.09,11.74,46.61,1742,No Problem
HP Z2 G8,65.08,83.37,75.72,12.41,78.68,2277,Memory Leak
Dell OptiPlex 7090,75.79,50.48,59.85,11.96,100.0,3196,Disk Failure
HP EliteDesk 800 G6,25.21,48.83,49.3,11.99,52.91,2396,No Problem
